alg,notes
U' B2 R2 B2 U' R U R2,
U' B2 R2 B2 U' R' U R2,
U' B2 R2 B2 U' R2 U R2,
U' B2 R2 B2 U2 R U2 R2,
U' B2 R2 B2 U2 R' U2 R2,
U' B2 R2 B2 U2 R2 U2 R2,
U' B2 R2 D B D' R2 B,
U' B2 R2 U' R U B2 R2,
U' B2 R2 U' R' U B2 R2,
U' B2 R2 U' R2 U B2 R2,
U' B2 R2 U2 R U2 B2 R2,
U' B2 R2 U2 R' U2 B2 R2,
U' B2 R2 U2 R2 U2 B2 R2,
U' B2 U R' D' R' D R2,
U' B2 U R2 B2 R2 U' B2,
U' B2 U' B U R2 B2 R2,
U' B2 U' D' R' U2 R2 D,
U' B2 U' F' U2 F U' B2,
U' B2 U' R B2 U B2 R',
U' B2 U' R B2 U R' B2,
U' B2 U' R U B2 U R',
U' B2 U' R U R B2 R2,
U' B2 U' R' U R' B2 R2,
U' B2 U' R2 B' R2 U B2,
U' B2 U' R2 B2 R2 U B2,
U' B2 U2 B' R U2 B2 R',
U' B2 U2 B' R U2 R' B2,
U' B2 U2 R B' U2 B2 R',
U' B2 U2 R B' U2 R' B2,
U' B2 U2 R U2 B2 U R',
U' B2 U2 R U2 R B2 R2,
U' B2 U2 R' U2 R' B2 R2,
U' D B R B2 R' B' D',
U' D B U B2 U B D',
U' D B U B2 U' B D',
U' D B U B2 U2 B D',
U' D B U L' B' L D',
U' D B' U B2 U B' D',
U' D B' U R B R' D',
U' D B' U' B' U D' R2,
U' D B' U' B2 U B' D',
U' D B' U' R B R' D',
U' D B' U2 B2 U B' D',
U' D B' U2 R B R' D',
U' D B2 D L2 U' L2 D2,
U' D B2 D' R D B2 D',
U' D B2 L U L' D' R2,
U' D B2 R' U R D' R,
U' D B2 U B2 U' B2 D',
U' D B2 U D' R' U R',
U' D B2 U' D' R' U2 R2,
U' D L B U B' L' D',
U' D L' B L U2 B' D',
U' D R B' R' U B D',
U' D R B' R' U' B D',
U' D R B' R' U2 B D',
U' D R D B D' R' D',
U' D R D2 F2 L F2 D,
U' D R2 U' R2 D B2 D2,
U' D' B' R B U R' D,
U' D' R U B' R' B D,
U' D' R U R2 U R D,
U' D' R U R2 U' R D,
U' D' R U R2 U2 R D,
U' D' R' U R' U' D B2,
U' D' R' U' R2 U2 R' D,
U' D' R' U2 R2 U' R' D,
U' D' R2 D B D' R2 D,
U' D2 B' L' B' L B D2,
U' D2 B2 D' R' U R2 D',
U' D2 B2 U' B' U B2 D2,
U' D2 F D R2 D' F' D2,
U' D2 L' D' B2 D L D2,
U' D2 L' D2 R D2 L D2,
U' D2 R' B' U2 B R D2,
U' D2 R' B2 R B2 R D2,
U' D2 R2 U R U' R2 D2,
U' F D B2 R2 B2 D' F',
U' F D R D B D2 F',
U' F D2 B D' R2 D' F',
U' F D2 B D2 F2 U F,
U' F D2 B D2 F2 U2 F,
U' F D2 B' D' R D' F',
U' F D2 B2 D' R D' F',
U' F D2 B2 D2 F2 U' F,
U' F D2 B2 D2 R' F' R,
U' F D2 B2 D2 R2 F' R2,
U' F D2 R D2 F2 L F,
U' F L' D R2 D' L F',
U' F R2 D B D' F' R2,
U' F R2 D2 B2 D2 F' R2,
U' F R2 F' D B D' R2,
U' F' D L U L' D' F,
U' F' D' B U B' D F,
U' F' D' B U2 B' D F,
U' F' L B U B' L' F,
U' F' L B U2 B' L' F,
U' F' L' B L U B' F,
U' F' L' B L U' B' F,
U' F' L' B U L B' F,
U' F' L' B U2 L B' F,
U' F' L' B2 L B2 U F,
U' F' L2 B L2 U B' F,
U' F' L2 B2 L2 B2 U F,
U' F' L2 B2 L2 B2 U' F,
U' F' L2 U D' B2 D F,
U' F' R B' R' U B F,
U' F' R D B2 D' R' F,
U' F' U B2 L' B2 L F,
U' F' U B2 L2 B2 L2 F,
U' F' U F L' B2 L B2,
U' F' U F R B2 R' B2,
U' F' U F' D2 B D2 F2,
U' F' U F' D2 B' D2 F2,
U' F' U F' D2 B2 D2 F2,
U' F' U' F2 D2 B2 D2 F',
U' F' U2 F2 D2 B D2 F',
U' F2 D F2 R2 F2 D' F2,
U' F2 D' B2 L2 B2 D F2,
U' F2 D2 B D L D F2,
U' F2 D2 B D2 F U2 F,
U' F2 D2 B' D L2 D F2,
U' F2 D2 B' D2 F U' F,
U' F2 D2 B' L' D2 F2 R',
U' F2 D2 B2 D L' D F2,
U' F2 D2 L' B' D2 F2 R',
U' F2 D2 L' D2 F2 U R',
U' F2 L B2 L' B2 L' F2,
U' F2 L' B L F2 U B',
U' F2 L' B L F2 U' B',
U' F2 L' B L F2 U2 B',
U' F2 L' D' B D L F2,
U' F2 L' D2 B D2 L F2,
U' F2 R D2 L' D2 R' F2,
U' L B F' U B' F L',
U' L B R U2 R' B' L',
U' L B' R B L' U R',
U' L B' R B U L' R',
U' L D B U B' D' L',
U' L D R' U' R D' L',
U' L D' F' U F D L',
U' L D' R U R' D L',
U' L R' U' R2 U2 L' R',
U' L R' U2 R2 U2 L' R',
U' L U L D2 R' D2 L2,
U' L U L' B' R2 B R2,
U' L U L' F R2 F' R2,
U' L U L2 D2 R' D2 L,
U' L U' L2 D2 R D2 L,
U' L U' R2 B' R2 B L',
U' L' B L F' U B' F,
U' L' B L R U' R' B',
U' L' B2 D' R D L B2,
U' L' B2 L D' R D B2,
U' L' B2 L R B2 U R',
U' L' D' B2 D' R D2 L,
U' L' F D' B2 D F' L,
U' L' R D2 R2 D2 L R,
U' L2 D R2 F' R2 D' L2,
U' L2 D' L2 B L2 D L2,
U' L2 D2 R2 D' F' D' L2,
U' L2 F D R2 D' F' L2,
U' L2 F D2 R D2 F' L2,
U' R B R2 B R2 B' R,
U' R B U B2 R' U B,
U' R B U B2 R' U' B,
U' R B U B2 R' U2 B,
U' R B U' B2 U2 R' B,
U' R B U2 B2 U' R' B,
U' R B2 R' B2 R U R',
U' R B2 U D' R2 D R,
U' R B2 U' B' U R' B2,
U' R B2 U2 B R' U2 B2,
U' R B2 U2 B' R' U2 B2,
U' R B2 U2 B2 R' U2 B2,
U' R B2 U2 R' B U2 B2,
U' R B2 U2 R' B' U2 B2,
U' R B2 U2 R' B2 U2 B2,
U' R B2 U2 R2 U2 R B2,
U' R D B U B D' R',
U' R D B U B2 D' R',
U' R D B' U2 B' D' R',
U' R D B' U2 B2 D' R',
U' R D B2 U B D' R',
U' R D B2 U B' D' R',
U' R D R B2 R' D' R',
U' R F D B D' F' R',
U' R F D2 B D2 F' R,
U' R U B U B R' B2,
U' R U B2 U2 R' U2 B2,
U' R U R' B2 R2 B2 R2,
U' R U' B U B R' B2,
U' R U' B U2 B R' B2,
U' R U' B' U2 B' R' B2,
U' R U' B' U2 R' U B,
U' R U' B' U2 R' U' B,
U' R U' B' U2 R' U2 B,
U' R U' B2 U2 R' U2 B2,
U' R U' D B U D' R',
U' R U' R' B2 R2 B2 R2,
U' R U2 B U B R' B2,
U' R U2 B2 U2 R' U2 B2,
U' R U2 R' B2 R2 B2 R2,
U' R' B D B D' B2 R,
U' R' B' U B R2 U' R',
U' R' B' U' B R2 U2 R',
U' R' B2 R' B2 R2 U R',
U' R' B2 R2 B2 R2 U R',
U' R' B2 R2 B2 R2 U2 R',
U' R' B2 U2 B2 R U2 B2,
U' R' B2 U2 B2 U2 R B2,
U' R' D B' U2 B D' R,
U' R' D L U2 L' D' R,
U' R' D R B2 R' D' R,
U' R' U B' R2 U B R,
U' R' U B' R2 U' B R,
U' R' U B' R2 U2 B R,
U' R' U B2 R2 B2 U R,
U' R' U B2 R2 B2 U' R,
U' R' U B2 R2 B2 U2 R,
U' R' U R B2 R2 B2 R2,
U' R' U R' D B D' R2,
U' R' U R' U' D B2 D',
U' R' U R2 B' U' B R',
U' R' U R2 B' U' R' B,
U' R' U R2 U' B2 R' B2,
U' R' U' B' U2 R2 B R,
U' R' U' R2 B' U2 B R',
U' R' U' R2 B' U2 R' B,
U' R' U' R2 U2 B2 R' B2,
U' R' U2 B' U' R2 B R,
U' R' U2 R' B' R2 U B,
U' R' U2 R' B' R2 U' B,
U' R' U2 R' B' R2 U2 B,
U' R' U2 R' D B' D' R2,
U' R' U2 R2 B' U B R',
U' R' U2 R2 B' U R' B,
U' R' U2 R2 B' U' B R',
U' R' U2 R2 B' U' R' B,
U' R' U2 R2 U' B2 R' B2,
U' R' U2 R2 U2 B2 R' B2,
U' R2 B D B D' R2 B2,
U' R2 B F R2 F' U2 B2,
U' R2 B R2 B R2 B' R2,
U' R2 B' F R2 F' U B,
U' R2 B' F R2 F' U' B,
U' R2 B' F R2 F' U2 B,
U' R2 B' R2 F' U B F,
U' R2 B' U B R U' R2,
U' R2 B' U R B U' R2,
U' R2 B' U R U' R2 B,
U' R2 B' U R' U' B R2,
U' R2 B' U2 R' U2 B R2,
U' R2 B2 R' B U R' B,
U' R2 B2 R2 D' R D B2,
U' R2 D B D' R U R,
U' R2 D B D' R U' R,
U' R2 D B D' R U2 R,
U' R2 D B' D' B2 R2 B2,
U' R2 D B2 D' B' R2 B,
U' R2 F D B D' F' R2,
U' R2 F D B D' R2 F',
U' R2 F D B' D' R2 F',
U' R2 F D B2 D' R2 F',
U' R2 F D2 B D2 F' R2,
U' R2 F R2 B' F' U B,
U' R2 F R2 B' F' U' B,
U' R2 F R2 B' F' U2 B,
U' R2 F R2 F' L U L',
U' R2 F R2 F' L U' L',
U' R2 F R2 F' L U2 L',
U' R2 U B' R U' R2 B,
U' R2 U B' R' U' B R2,
U' R2 U B2 R B2 U' R2,
U' R2 U R B' U' B R2,
U' R2 U R B' U' R2 B,
U' R2 U R2 B' U' B R2,
U' R2 U' B2 R' B2 U R2,
U' R2 U' D R B2 R' D',
U' R2 U' F D B2 D' F',
U' R2 U' F2 D B2 D' F2,
U' R2 U2 B' R' U2 B R2,
U' R2 U2 R2 B' U2 B R2,
U2 B D B2 U D' R2 B,
U2 B D' R U2 R' D B',
U2 B F' R B2 R' B' F,
U2 B F' U B2 U B F,
U2 B L' B' D2 R D2 L,
U2 B L' D2 R D2 L B,
U2 B R B R B R2 B',
U2 B R B' R B' R2 B',
U2 B R B' U2 B' R' B',
U2 B R B' U2 B2 R' B',
U2 B R B' U2 R' U B',
U2 B R B' U2 R' U' B',
U2 B R B' U2 R' U2 B',
U2 B R B2 R B R2 B',
U2 B R B2 U B R' B',
U2 B R B2 U B' R' B',
U2 B R B2 U B2 R' B',
U2 B R B2 U R' U B',
U2 B R B2 U R' U' B',
U2 B R B2 U R' U2 B',
U2 B R B2 U2 B R' B',
U2 B R B2 U2 B' R' B',
U2 B R B2 U2 B2 R' B',
U2 B R B2 U2 R' U B',
U2 B R B2 U2 R' U' B',
U2 B R B2 U2 R' U2 B',
U2 B R U B' U2 R' B',
U2 B R U B2 U R' B',
U2 B R U R B2 R2 B',
U2 B R U' B' U2 R' B',
U2 B R U' B2 U R' B',
U2 B R U' R B2 R2 B',
U2 B R U2 B' U2 R' B',
U2 B R U2 B2 U R' B',
U2 B R U2 R B2 R2 B',
U2 B R' B2 R B2 R B,
U2 B R' D' R' D R2 B',
U2 B R2 B R' U R' B',
U2 B R2 B R' U2 R' B',
U2 B R2 B' R' U2 R' B',
U2 B R2 B2 R' B R' B',
U2 B R2 B2 R' B' R' B',
U2 B R2 B2 R2 B2 U B,
U2 B R2 B2 R2 B2 U' B,
U2 B R2 B2 R2 B2 U2 B,
U2 B R2 D' R D R B',
U2 B U B R2 B R2 B,
U2 B U B2 U R2 B R2,
U2 B U R B' U2 R' B',
U2 B U R B2 U R' B',
U2 B U R U B R' B',
U2 B U R U B' R' B',
U2 B U R U B2 R' B',
U2 B U R2 B2 R2 U B',
U2 B U R2 B2 R2 U' B',
U2 B U R2 B2 R2 U2 B',
U2 B U' B2 U R2 B R2,
U2 B U' R B' U2 R' B',
U2 B U' R B2 U R' B',
U2 B U' R2 B2 R2 U B',
U2 B U' R2 B2 R2 U' B',
U2 B U' R2 B2 R2 U2 B',
U2 B U2 B D' R' D B2,
U2 B U2 B2 U R2 B R2,
U2 B U2 R B' U2 R' B',
U2 B U2 R B2 U R' B',
U2 B U2 R2 B2 R2 U B',
U2 B U2 R2 B2 R2 U' B',
U2 B' D' R U R D B,
U2 B' D' R U' R D B,
U2 B' D' R U2 R D B,
U2 B' D' R' U2 R' D B,
U2 B' D' R2 U2 R' D B,
U2 B' D2 L F2 L' D2 B,
U2 B' D2 R U2 R' D2 B,
U2 B' F' U F R B R',
U2 B' F' U2 B2 U' B' F,
U2 B' F' U2 F R2 B R2,
U2 B' L' D' R2 D L B,
U2 B' L2 D2 F' R D2 L2,
U2 B' R B L U L' R',
U2 B' R B' U2 R' U2 B2,
U2 B' R B2 U2 B R' B2,
U2 B' R U B' R B2 R2,
U2 B' R U B2 U2 B' R',
U2 B' R U' B' R B2 R2,
U2 B' R U' B2 U' B' R',
U2 B' R U' B2 U2 B' R',
U2 B' R U2 B R2 U R,
U2 B' R U2 B R2 U' R,
U2 B' R U2 B R2 U2 R,
U2 B' R U2 B' R B2 R2,
U2 B' R U2 B2 U2 B' R',
U2 B' R U2 R' B2 U B',
U2 B' R U2 R' B2 U' B',
U2 B' R U2 R' B2 U2 B',
U2 B' R' U R2 B U' R',
U2 B' R' U R2 U' B R',
U2 B' R' U' R2 B U' R',
U2 B' R' U' R2 U' B R',
U2 B' R' U2 R2 U2 B R',
U2 B' R2 B D B D' R2,
U2 B' R2 B' R' B2 U2 R',
U2 B' R2 D B2 D' B' R2,
U2 B' R2 U B R U' R2,
U2 B' R2 U B R2 U' R2,
U2 B' R2 U R B U' R2,
U2 B' R2 U R' U' B R2,
U2 B' R2 U' B D B D',
U2 B' R2 U' D B2 D' B',
U2 B' R2 U2 B R U2 R2,
U2 B' R2 U2 B R2 U2 R2,
U2 B' R2 U2 R' U2 B R2,
U2 B' U B F R2 F' R2,
U2 B' U B R2 B' R2 B,
U2 B' U B2 R U R' B',
U2 B' U B2 R2 B R2 B',
U2 B' U B2 R2 B2 R2 B',
U2 B' U R U' B U2 R',
U2 B' U R U2 B U' R',
U2 B' U R' U R' B R2,
U2 B' U R' U' R' B R2,
U2 B' U R' U2 R' B R2,
U2 B' U R2 B F R2 F',
U2 B' U R2 B R U R,
U2 B' U R2 B R U' R,
U2 B' U R2 B R U2 R,
U2 B' U' B R2 B2 R2 B2,
U2 B' U' B' R B2 U' R',
U2 B' U' B' R B2 U2 R',
U2 B' U' B2 R U' R' B',
U2 B' U' R B2 U' B' R',
U2 B' U' R U' B U' R',
U2 B' U' R2 B R' U' R',
U2 B' U' R2 B' R' B2 R',
U2 B' U2 B' R B2 U' R',
U2 B' U2 B2 R U' R' B',
U2 B' U2 F R2 B F' R2,
U2 B' U2 R B2 U' B' R',
U2 B' U2 R U2 B U2 R',
U2 B' U2 R U2 R B R2,
U2 B' U2 R2 B R' U' R',
U2 B2 D' R' D R2 B2 R2,
U2 B2 L' B2 D2 R2 D2 L,
U2 B2 L' B2 L F' U2 F,
U2 B2 L' B2 L R U' R',
U2 B2 L' R' B2 L U2 R2,
U2 B2 L2 D2 R D2 L2 B2,
U2 B2 R B2 R B' R2 B,
U2 B2 R B2 R' F' U2 F,
U2 B2 R B2 U2 R2 U R,
U2 B2 R B2 U2 R2 U' R,
U2 B2 R B2 U2 R2 U2 R,
U2 B2 R U2 B R' U2 B2,
U2 B2 R U2 B' R' U2 B2,
U2 B2 R U2 B2 R' U2 B2,
U2 B2 R U2 R' B U2 B2,
U2 B2 R U2 R' B' U2 B2,
U2 B2 R U2 R' B2 U2 B2,
U2 B2 R U2 R2 U2 R B2,
U2 B2 R2 B R' U2 B R',
U2 B2 R2 D B D' B R2,
U2 B2 R2 U2 B U2 B2 R2,
U2 B2 R2 U2 R U2 R2 B2,
U2 B2 U B' U' R2 B2 R2,
U2 B2 U D' R' U R' D,
U2 B2 U R2 B R2 U' B2,
U2 B2 U' B' U R2 B2 R2,
U2 B2 U' F2 D L2 D' F2,
U2 B2 U2 B U' D' R2 D,
U2 B2 U2 B' U2 R2 B2 R2,
U2 B2 U2 B2 R U2 B2 R',
U2 B2 U2 B2 R U2 R' B2,
U2 B2 U2 F D2 F D2 F2,
U2 D B R B R' B' D',
U2 D B' D' B' U B R2,
U2 D B' U B2 U' B' D',
U2 D B' U2 B2 U2 B' D',
U2 D B2 U B U' B2 D',
U2 D B2 U D' F R2 F',
U2 D L B U2 B' L' D',
U2 D L R' U2 L' R D',
U2 D R D B2 D' R' D',
U2 D' B R2 B2 R2 B' D,
U2 D' B' D' R2 D B D,
U2 D' B' R B U2 R' D,
U2 D' B2 U B D' R2 D2,
U2 D' F D2 B2 D2 F' D,
U2 D' F' R' U2 R F D,
U2 D' F2 D' L D F2 D,
U2 D' F2 L' F2 D2 R' D',
U2 D' R U2 B' R' B D,
U2 D' R U2 R2 U R D,
U2 D' R U2 R2 U' R D,
U2 D' R U2 R2 U2 R D,
U2 D' R' B' R B R D,
U2 D' R' U R2 U R' D,
U2 D' R' U' R2 U' R' D,
U2 D' R2 D B' D' R2 D,
U2 D2 B R U2 R' B' D2,
U2 D2 B R2 B2 R2 B' D2,
U2 D2 B' L' B2 L B D2,
U2 D2 B2 D' R2 U R2 D',
U2 D2 B2 U' B2 U B2 D2,
U2 D2 F D2 B2 D2 F' D2,
U2 D2 F2 U2 R' D2 B2 L',
U2 D2 L' D' B' D L D2,
U2 D2 L' D2 R' D2 L D2,
U2 D2 L2 U L2 D' B2 D',
U2 D2 L2 U2 B D2 R2 F,
U2 D2 R' B' U' B R D2,
U2 D2 R' B2 R' B2 R D2,
U2 F D B2 R B2 D' F',
U2 F D R D B2 D2 F',
U2 F D R' D B2 D2 F',
U2 F D R2 D B2 D2 F',
U2 F D' F2 L' F2 D F',
U2 F D2 B D' R D' F',
U2 F D2 B D2 F2 U' F,
U2 F D2 B D2 R' F' R,
U2 F D2 B D2 R2 F' R2,
U2 F D2 B' D' R2 D' F',
U2 F D2 B' D2 F2 U F,
U2 F R D2 B2 D2 R' F',
U2 F R2 B' F' R2 U B,
U2 F R2 B' F' R2 U' B,
U2 F R2 B' F' R2 U2 B,
U2 F R2 D B' D' F' R2,
U2 F R2 D2 B' D2 F' R2,
U2 F R2 F' D B' D' R2,
U2 F' D B' U B D' F,
U2 F' D L U' L' D' F,
U2 F' D L U2 L' D' F,
U2 F' D' R' U2 R D F,
U2 F' L B U' B' L' F,
U2 F' L' F2 D2 R' D2 F',
U2 F' L2 B L2 U2 B' F,
U2 F' R B' R' F U B,
U2 F' R B' R' F U' B,
U2 F' R B' R' F U2 B,
U2 F' R B2 R' B2 U2 F,
U2 F' R D B' D' R' F,
U2 F' R2 D2 B' U2 L2 D2,
U2 F' R2 F D2 B' D2 R2,
U2 F' U B2 R B2 R' F,
U2 F' U F2 D2 B' D2 F',
U2 F' U' F2 D2 B D2 F',
U2 F' U2 B2 L' B2 L F,
U2 F' U2 B2 L2 B2 L2 F,
U2 F' U2 F L' B2 L B2,
U2 F' U2 F R B2 R' B2,
U2 F' U2 F' D2 B D2 F2,
U2 F' U2 F' D2 B' D2 F2,
U2 F' U2 F' D2 B2 D2 F2,
U2 F2 D' B2 L B2 D F2,
U2 F2 D' L D' B D2 F2,
U2 F2 D' L D' B' D2 F2,
U2 F2 D' L D' B2 D2 F2,
U2 F2 D2 B D L' D F2,
U2 F2 D2 B' D2 F U F,
U2 F2 D2 B2 D L2 D F2,
U2 F2 D2 B2 D2 F U' F,
U2 F2 D2 L' B D2 F2 R',
U2 F2 D2 L' D2 F2 U' R',
U2 F2 L B2 L B2 L' F2,
U2 F2 L' D' B2 D L F2,
U2 F2 R D' L D R' F2,
U2 F2 R D2 L D2 R' F2,
U2 L B R U' R' B' L',
U2 L B' D' R2 D B L',
U2 L B' R B L' U2 R',
U2 L B' R B U' L' R',
U2 L B2 D2 R U2 F2 D2,
U2 L D B U2 B' D' L',
U2 L D R' U2 R D' L',
U2 L D R2 U D' F2 L',
U2 L D' F' U2 F D L',
U2 L D2 B2 U2 R D2 F2,
U2 L F' R' U2 R F L',
U2 L F2 R' F2 U L' R,
U2 L F2 R' F2 U' L' R,
U2 L F2 R' F2 U2 L' R,
U2 L F2 R2 F2 R2 U L',
U2 L F2 R2 F2 R2 U' L',
U2 L F2 R2 F2 R2 U2 L',
U2 L R U' B' R' B L',
U2 L R U' L' B' R' B,
U2 L R U' L' B2 R' B2,
U2 L R U' R2 U' L' R,
U2 L R' U R2 U2 L' R',
U2 L U L D2 R D2 L2,
U2 L U R2 B' R2 B L',
U2 L U' L D2 R D2 L2,
U2 L U' L' B' R2 B R2,
U2 L U' L' F R2 F' R2,
U2 L U2 L D2 R D2 L2,
U2 L U2 L' B2 R2 B2 R2,
U2 L U2 L' F R2 F' R2,
U2 L U2 R2 F R2 F' L',
U2 L U2 R2 F2 R2 F2 L',
U2 L' B' D2 R2 D2 B L,
U2 L' B2 D' R2 D L B2,
U2 L' B2 D2 R2 D2 L B2,
U2 L' B2 L D' R2 D B2,
U2 L' B2 L R B2 U2 R',
U2 L' B2 L U D' R2 D,
U2 L' D L2 F2 L2 D' L,
U2 L' D' B' D' R2 D2 L,
U2 L' D' B2 D' R2 D2 L,
U2 L' D' R2 B' R2 D L,
U2 L' D' R2 B2 R2 D L,
U2 L' F D' B' D F' L,
U2 L2 D2 F R D2 L2 B,
U2 L2 D2 R D2 L' U L',
U2 L2 D2 R D2 L' U' L',
U2 L2 D2 R D2 L' U2 L',
U2 L2 U2 B D2 R2 F D2,
U2 R B U B2 U R' B,
U2 R B U' B2 U R' B,
U2 R B U2 B2 U R' B,
U2 R B' R' F' U' B F,
U2 R B' R2 U R' B R2,
U2 R B' R2 U' R' B R2,
U2 R B' R2 U2 R' B R2,
U2 R B' U B R2 U R,
U2 R B' U B R2 U' R,
U2 R B' U B R2 U2 R,
U2 R B' U R' B2 U B',
U2 R B' U R' B2 U' B',
U2 R B' U R' B2 U2 B',
U2 R B' U R2 U R B,
U2 R B' U R2 U' R B,
U2 R B' U R2 U2 R B,
U2 R B' U' R B' R2 B2,
U2 R B' U2 B R2 U R,
U2 R B' U2 B R2 U' R,
U2 R B' U2 B R2 U2 R,
U2 R B' U2 R' B2 U B',
U2 R B' U2 R' B2 U' B',
U2 R B' U2 R' B2 U2 B',
U2 R B' U2 R2 U R B,
U2 R B' U2 R2 U' R B,
U2 R B' U2 R2 U2 R B,
U2 R B2 R B R2 U B,
U2 R B2 R B R2 U' B,
U2 R B2 R B R2 U2 B,
U2 R B2 R' B2 R U2 R',
U2 R B2 U' B U R' B2,
U2 R B2 U2 B2 U2 R' B2,
U2 R D B' U B' D' R',
U2 R D B' U B2 D' R',
U2 R D B2 U2 B D' R',
U2 R D B2 U2 B' D' R',
U2 R D R B' R' D' R',
U2 R D2 B' U B D2 R',
U2 R D2 B' U2 B D2 R',
U2 R D2 F' L F D2 R',
U2 R D2 L U' L' D2 R',
U2 R F D B2 D' F' R',
U2 R F2 D2 B2 L D2 F2,
U2 R F2 D2 L B D2 F2,
U2 R F2 D2 L B' D2 F2,
U2 R U B U2 B R' B2,
U2 R U' B U' B R' B2,
U2 R U' B' U' B' R' B2,
U2 R U' B' U' R' U' B,
U2 R U' B' U' R' U2 B,
U2 R U' B2 U' R' U B2,
U2 R U' D B U' D' R',
U2 R U' D B' U' D' R',
U2 R U2 B' R2 U R B,
U2 R U2 B' R2 U' R B,
U2 R U2 B' R2 U2 R B,
U2 R U2 B2 L' R' B2 L,
U2 R U2 B2 R' B U B,
U2 R U2 B2 R' B U' B,
U2 R U2 B2 R' B U2 B,
U2 R U2 B2 R' B' U B',
U2 R U2 B2 R' B' U' B',
U2 R U2 B2 R' B' U2 B',
U2 R U2 L B' R' B L',
U2 R U2 L' B2 L R' B2,
U2 R U2 L' R' B2 L B2,
U2 R U2 R U' D B2 D',
U2 R U2 R' B2 L' B2 L,
U2 R U2 R' B2 R B2 R',
U2 R U2 R2 B' U B R,
U2 R U2 R2 B' U' B R,
U2 R U2 R2 B' U2 B R,
U2 R U2 R2 B2 R B2 R,
U2 R U2 R2 B2 R' B2 R,
U2 R U2 R2 B2 R2 B2 R,
U2 R' B R B' R' B' R2,
U2 R' B' R U B U R,
U2 R' B' R U B U' R,
U2 R' B' R U B U2 R,
U2 R' B' R U' B U R,
U2 R' B' R U' B U' R,
U2 R' B' R U' B U2 R,
U2 R' B' R U2 B U R,
U2 R' B' R U2 B U' R,
U2 R' B' R U2 B U2 R,
U2 R' B' R U2 R2 B R,
U2 R' B' R' B' R2 B2 R,
U2 R' B' R' U2 R2 B R,
U2 R' B' R2 B' R' B2 R,
U2 R' B' R2 U R' B R,
U2 R' B' R2 U' R' B R,
U2 R' B' R2 U2 R' B R,
U2 R' B' R2 U2 R2 B R,
U2 R' B' U R B U R,
U2 R' B' U R B U' R,
U2 R' B' U R B U2 R,
U2 R' B' U R U B R,
U2 R' B' U R U' B R,
U2 R' B' U R U2 B R,
U2 R' B' U' B R2 U' R',
U2 R' B' U' R B U R,
U2 R' B' U' R B U' R,
U2 R' B' U' R B U2 R,
U2 R' B' U' R U' B R,
U2 R' B' U' R U2 B R,
U2 R' B' U2 B R2 U' R',
U2 R' B' U2 B' R2 B2 R,
U2 R' B' U2 R B U R,
U2 R' B' U2 R B U' R,
U2 R' B' U2 R B U2 R,
U2 R' B' U2 R U B R,
U2 R' B' U2 R U' B R,
U2 R' B' U2 R U2 B R,
U2 R' B' U2 R2 B U R,
U2 R' B' U2 R2 B U' R,
U2 R' B' U2 R2 B U2 R,
U2 R' B' U2 R2 U B R,
U2 R' B' U2 R2 U' B R,
U2 R' B' U2 R2 U2 B R,
U2 R' B2 R B R B R,
U2 R' B2 R B2 R2 U R',
U2 R' B2 R B2 R2 U2 R',
U2 R' B2 R' B R B R,
U2 R' B2 R2 B R B R,
U2 R' D B' U' B D' R,
U2 R' D L U L' D' R,
U2 R' D R B R' D' R,
U2 R' F R D2 B2 D2 F',
U2 R' U' B' U' R2 B R,
U2 R' U' R2 B' U' B R',
U2 R' U' R2 B' U' R' B,
U2 R' U' R2 U' B2 R' B2,
U2 R' U2 B' R2 U B R,
U2 R' U2 B' R2 U' B R,
U2 R' U2 B' R2 U2 B R,
U2 R' U2 B2 R2 B2 U R,
U2 R' U2 B2 R2 B2 U' R,
U2 R' U2 R B2 R2 B2 R2,
U2 R' U2 R' D B D' R2,
U2 R' U2 R' U' D B2 D',
U2 R2 B D B2 D' R2 B,
U2 R2 B L' B2 R2 B L,
U2 R2 B R B R' B' R,
U2 R2 B R2 B' R2 B' R2,
U2 R2 B' R U R U B,
U2 R2 B' R U R U' B,
U2 R2 B' R U R U2 B,
U2 R2 B' R U R2 B R',
U2 R2 B' R U' R U' B,
U2 R2 B' R U' R U2 B,
U2 R2 B' R U' R2 B R',
U2 R2 B' R U2 R U B,
U2 R2 B' R U2 R U' B,
U2 R2 B' R U2 R U2 B,
U2 R2 B' R U2 R2 B R',
U2 R2 B' R' U2 B' R' B2,
U2 R2 B' R' U2 R' U B,
U2 R2 B' R' U2 R' U' B,
U2 R2 B' R' U2 R' U2 B,
U2 R2 B' R2 B L U L',
U2 R2 B' R2 B L U' L',
U2 R2 B' R2 B L U2 L',
U2 R2 B' R2 B' L' B2 L,
U2 R2 B' R2 B' R B2 R',
U2 R2 B' R2 B2 L' B' L,
U2 R2 B' R2 U B2 U B',
U2 R2 B' R2 U B2 U' B',
U2 R2 B' R2 U B2 U2 B',
U2 R2 B' R2 U' B2 U B',
U2 R2 B' R2 U' B2 U' B',
U2 R2 B' R2 U' B2 U2 B',
U2 R2 B' R2 U2 B2 U B',
U2 R2 B' R2 U2 B2 U' B',
U2 R2 B' R2 U2 B2 U2 B',
U2 R2 B' U R2 U' B R2,
U2 R2 B' U' D B2 D' B',
