htm,alg,notes
10,R U L' B L B' L U' L' R',
10,R U L' B L R B' R' B' R',
10,R U L' B L R B2 R' B' R',
10,R U L' B L2 U' L2 B' L R',
10,R U L' B L2 U2 L2 B' L R',
10,R U L' B' D' B' D B2 L R',
10,R U L' B' D' B2 D B' L R',
10,R U L' B' L B L' B L R',
10,R U L' B' L B' L' B L R',
10,R U L' B' L B2 L' B L R',
10,R U L' B' L R' U2 R B' R',
10,R U L' B' L2 U L2 B L R',
10,R U L' B' L2 U2 L2 B L R',
10,R U L' B2 D' B D B L R',
10,R U L' B2 D' B' D B' L R',
10,R U L' B2 L B' L' B' L R',
10,R U L' B2 L B2 L R' U L',
10,R U L' B2 L B2 L R' U' L',
10,R U L' D' B D L2 U' L' R',
10,R U L' D' B D L2 U2 L' R',
10,R U L' D' B' D L2 U L' R',
10,R U L' D' B' D U R' U' L,
10,R U L' D' B2 D L2 U L' R',
10,R U L' D' B2 D U R' U' L,
10,R U L' D' U' B2 D U L R',
10,R U L' R B L B' R' U' R',
10,R U L' R B L B2 R' B R',
10,R U L' R B2 L B2 R' U R',
10,R U L' R' B D L' D' L2 B',
10,R U L' R' B D' B D B2 L,
10,R U L' R' B L B' F' U2 F,
10,R U L' R' B L B' L U L',
10,R U L' R' B L B' L U' L',
10,R U L' R' B L B' L U2 L',
10,R U L' R' B L2 U L' U' B',
10,R U L' R' B2 D' B' D B' L,
10,R U L' R' B2 D' B' D L B',
10,R U L' R' B2 D2 R D2 B2 L,
10,R U L' R' B2 D2 R' D2 B2 L,
10,R U L' R' B2 D2 R2 D2 B2 L,
10,R U L' R' B2 L B2 R' U2 R,
10,R U L' R' D' L U L' D L,
10,R U L' R' D' L U' L' D L,
10,R U L' R' D' L U2 L' D L,
10,R U L' R' D' R B R' D L,
10,R U L' R' D' R B' R' D L,
10,R U L' R' D' R B2 R' D L,
10,R U L' R' D2 B' R B D2 L,
10,R U L' R' D2 B' R' B D2 L,
10,R U L' R' D2 B' R2 B D2 L,
10,R U L' R' D2 B2 R' B2 D2 L,
10,R U L' R' F2 U' L U F2 L,
10,R U L' R' F2 U' L' U F2 L,
10,R U L' R' F2 U' L2 U F2 L,
10,R U L' R' F2 U2 L U2 F2 L,
10,R U L' R' F2 U2 L' U2 F2 L,
10,R U L' R' F2 U2 L2 U2 F2 L,
10,R U L' R' U' B U L U' B',
10,R U L' R' U' B' U B2 L B',
10,R U L' R' U' L2 U' L2 U2 L,
10,R U L' R' U2 F' L F U2 L,
10,R U L' R' U2 F' L' F U2 L,
10,R U L' R' U2 F' L2 F U2 L,
10,R U L' R' U2 F2 L' F2 U2 L,
10,R U L' R' U2 L2 U L2 U L,
10,R U L' U2 L R' F2 L2 F2 L2,
10,R U L' U2 L' R B2 L2 B2 R2,
10,R U L' U2 L2 U L2 U L R',
10,R U L2 F' L' F2 U' F' L' R',
10,R U L2 F' L' F2 U2 F' L' R',
10,R U L2 U L2 D' B2 D U R',
10,R U L2 U' R' D U F' D' L2,
10,R U L2 U' R' D U F2 D' L2,
10,R U L2 U' R2 U L' U' L' R,
10,R U L2 U2 L R' F2 L' F2 L2,
10,R U L2 U2 L' R B2 L' B2 R2,
10,R U L2 U2 R2 F2 L R F2 L,
10,R U R B L' B L R' B2 R',
10,R U R B L' B R' B2 L R',
10,R U R B L' B' L R' U' R',
10,R U R B L' B' L R' U2 R',
10,R U R B L' B2 R' B L R',
10,R U R B R' U2 L' B L R',
10,R U R B' L' B L R' B R',
10,R U R B' L' B' L R' B R',
10,R U R B' R' B L U' L' R',
10,R U R B' R' B L U2 L' R',
10,R U R B2 L' B2 L R' U2 R',
10,R U R B2 L' R' B' L B' R',
10,R U R B2 R' B' L' B' L R',
10,R U R B2 R' B2 L R' U L',
10,R U R B2 R' B2 L R' U' L',
10,R U R B2 R' B2 L R' U2 L',
10,R U R B2 R' B2 L U L' R',
10,R U R D U B U' B2 D' R2,
10,R U R D U B2 U' B D' R2,
10,R U R D' B U B' D U' R2,
10,R U R U' L U R' U2 L' R',
10,R U R' B F' D L D' B' F,
10,R U R' B F' D L' D' B' F,
10,R U R' B F' D L2 D' B' F,
10,R U R' B F' L2 B' F' L2 F2,
10,R U R' B F' L2 B' L2 U' F,
10,R U R' B L' B' L R U2 R',
10,R U R' B' F R2 B' F' R2 B2,
10,R U R' B' F' R' U R B F,
10,R U R' B' F' R' U' R B F,
10,R U R' B' F' R' U2 R B F,
10,R U R' B' U' B F R' F' R,
10,R U R' B' U2 B F R' F' R,
10,R U R' B2 D' U' R D U B2,
10,R U R' B2 D' U' R' D U B2,
10,R U R' B2 D' U' R2 D U B2,
10,R U R' B2 R2 B F R2 B F',
10,R U R' D2 B' F' U2 B F D2,
10,R U R' D2 L R U2 L' R' D2,
10,R U R' F2 D' U' L D U F2,
10,R U R' F2 D' U' L' D U F2,
10,R U R' F2 D' U' L2 D U F2,
10,R U R' F2 L2 B F L2 B' F,
10,R U R' U B F' L' B' L F,
10,R U R' U B F' L2 B' L2 F,
10,R U R' U B' F U' B U F',
10,R U R' U B' F' U B U' F,
10,R U R' U B' F' U B U2 F,
10,R U R' U B' F' U' B U' F,
10,R U R' U B' F' U' B U2 F,
10,R U R' U B' F' U2 F U B,
10,R U R' U B' F' U2 F U' B,
10,R U R' U B' F' U2 F U2 B,
10,R U R' U B' U B F' U2 F,
10,R U R' U B' U F' U B F,
10,R U R' U F U' B' U B F',
10,R U R' U F' L' B L B' F,
10,R U R' U F' L2 B L2 B' F,
10,R U R' U F' U B' U' B F,
10,R U R' U F' U B' U2 B F,
10,R U R' U F' U' B' U' B F,
10,R U R' U F' U' B' U2 B F,
10,R U R' U F' U2 B' F U B,
10,R U R' U F' U2 B' F U' B,
10,R U R' U F' U2 B' F U2 B,
10,R U R' U F' U2 B' U B F,
10,R U R' U F' U2 B' U2 B F,
10,R U R' U L R U L' U R',
10,R U R' U L R U L' U2 R',
10,R U R' U L R U' L' U R',
10,R U R' U L R U' L' U2 R',
10,R U R' U L R U' R' U' L',
10,R U R' U L R U' R' U2 L',
10,R U R' U L R U2 L' U R',
10,R U R' U L R U2 R' U L',
10,R U R' U L R U2 R' U' L',
10,R U R' U L R U2 R' U2 L',
10,R U R' U L R' U L' U' R,
10,R U R' U L U R U2 L' R',
10,R U R' U L U' L' R U2 R',
10,R U R' U L U' R U' L' R',
10,R U R' U L U2 L' R U R',
10,R U R' U L U2 R U L' R',
10,R U R' U L' R B L B' R',
10,R U R' U L' R B2 L B2 R',
10,R U R' U R B L' B' L R',
10,R U R' U R B2 L' B2 L R',
10,R U R' U R U L U2 L' R',
10,R U R' U R U' L U L' R',
10,R U R' U R U' L U2 L' R',
10,R U R' U R U2 L U' L' R',
10,R U R' U R U2 L U2 L' R',
10,R U R' U R' U L U' L' R,
10,R U R' U' B F' L' B' L F,
10,R U R' U' B F' L2 B' L2 F,
10,R U R' U' B' F U' B U F',
10,R U R' U' B' F' U B U' F,
10,R U R' U' B' F' U' B U' F,
10,R U R' U' B' F' U' B U2 F,
10,R U R' U' B' F' U2 F U B,
10,R U R' U' B' F' U2 F U' B,
10,R U R' U' B' F' U2 F U2 B,
10,R U R' U' B' U F' U B F,
10,R U R' U' B' U' F' U B F,
10,R U R' U' B' U2 B F' U' F,
10,R U R' U' B' U2 F' U' B F,
10,R U R' U' B' U2 F' U2 B F,
10,R U R' U' F U' B' U B F',
10,R U R' U' F' L' B L B' F,
10,R U R' U' F' L2 B L2 B' F,
10,R U R' U' F' U B' U' B F,
10,R U R' U' F' U B' U2 B F,
10,R U R' U' F' U' B' U2 B F,
10,R U R' U' F' U2 B' U B F,
10,R U R' U' F' U2 B' U2 B F,
10,R U R' U' L R U L' U R',
10,R U R' U' L R U L' U2 R',
10,R U R' U' L R U R' U L',
10,R U R' U' L R U R' U' L',
10,R U R' U' L R U R' U2 L',
10,R U R' U' L R U' L' U R',
10,R U R' U' L R U2 R' U L',
10,R U R' U' L R U2 R' U' L',
10,R U R' U' L R U2 R' U2 L',
10,R U R' U' L R' U L' U' R,
10,R U R' U' L U' R U' L' R',
10,R U R' U' L' R B L B' R',
10,R U R' U' L' R B2 L B2 R',
10,R U R' U' R B L' B' L R',
10,R U R' U' R B2 L' B2 L R',
10,R U R' U' R U L R' U L',
10,R U R' U' R U L R' U' L',
10,R U R' U' R U L R' U2 L',
10,R U R' U' R U L U2 L' R',
10,R U R' U' R U' L U L' R',
10,R U R' U' R U' L U2 L' R',
10,R U R' U' R U2 L U' L' R',
10,R U R' U' R U2 L U2 L' R',
10,R U R' U' R' U L U' L' R,
10,R U R' U2 B F' L' B' L F,
10,R U R' U2 B F' L2 B' L2 F,
10,R U R' U2 B' F U' B U F',
10,R U R' U2 B' F' U B U F,
10,R U R' U2 B' F' U B U' F,
10,R U R' U2 B' F' U B U2 F,
10,R U R' U2 B' F' U' B U' F,
10,R U R' U2 B' F' U' B U2 F,
10,R U R' U2 B' F' U2 F U B,
10,R U R' U2 B' F' U2 F U' B,
10,R U R' U2 B' F' U2 F U2 B,
10,R U R' U2 B' U B F' U F,
10,R U R' U2 B' U B F' U2 F,
10,R U R' U2 B' U F' U B F,
10,R U R' U2 B' U2 B F' U' F,
10,R U R' U2 B' U2 F' U' B F,
10,R U R' U2 F U' B' U B F',
10,R U R' U2 F' L' B L B' F,
10,R U R' U2 F' L2 B L2 B' F,
10,R U R' U2 F' U B' F U B,
10,R U R' U2 F' U B' F U' B,
10,R U R' U2 F' U B' F U2 B,
10,R U R' U2 F' U B' U' B F,
10,R U R' U2 F' U B' U2 B F,
10,R U R' U2 F' U' B' U2 B F,
10,R U R' U2 F' U2 B' U B F,
10,R U R' U2 F' U2 B' U' B F,
10,R U R' U2 F' U2 B' U2 B F,
10,R U R' U2 L R U L' U R',
10,R U R' U2 L R U L' U2 R',
10,R U R' U2 L R U' L' U R',
10,R U R' U2 L R U' L' U2 R',
10,R U R' U2 L R U2 R' U L',
10,R U R' U2 L R U2 R' U' L',
10,R U R' U2 L R U2 R' U2 L',
10,R U R' U2 L R' U L' U' R,
10,R U R' U2 L U L' R U R',
10,R U R' U2 L U R U L' R',
10,R U R' U2 L U' L' R U2 R',
10,R U R' U2 L U' R U' L' R',
10,R U R' U2 L U2 L' R U2 R',
10,R U R' U2 L' R B L B' R',
10,R U R' U2 L' R B2 L B2 R',
10,R U R' U2 R B L' B' L R',
10,R U R' U2 R B2 L' B2 L R',
10,R U R' U2 R U L U2 L' R',
10,R U R' U2 R U' L U L' R',
10,R U R' U2 R U' L U2 L' R',
10,R U R' U2 R U2 L U' L' R',
10,R U R' U2 R U2 L U2 L' R',
10,R U R' U2 R' U L U' L' R,
10,R U R2 B F R F' R' B' R,
10,R U R2 B R F R' B' F' R,
10,R U R2 B' F' U' F U B R,
10,R U R2 B' F' U2 F U2 B R,
10,R U R2 B' U' F' U B F R,
10,R U R2 B' U2 F' U2 B F R,
10,R U R2 U L U' R2 U' L' R',
10,R U R2 U2 R2 B2 L' R' B2 L,
10,R U' B F R2 B2 R2 B' F' R',
10,R U' B F' D L' D' B' F R',
10,R U' B R B' L' R' B' L R',
10,R U' B R B2 L' R' B' L R',
10,R U' B' F' L' B L B F R',
10,R U' B' F' L2 B2 L2 B F R',
10,R U' B' L' R B L R' B R',
10,R U' B' R B L R' U2 L' R',
10,R U' B' R B' L' R' B2 L R',
10,R U' B2 L' R B R' B L R',
10,R U' L B L U2 L' B' L' R',
10,R U' L B' R B L' R' U2 R',
10,R U' L B' R B R' U' L' R',
10,R U' L D2 B U' B' D2 L' R',
10,R U' L D2 B U2 B' D2 L' R',
10,R U' L F R U R' F' L' R',
10,R U' L R B' R' B L' U2 R',
10,R U' L R B' R' B R' U L',
10,R U' L R B' R' B R' U' L',
10,R U' L R B' R' B R' U2 L',
10,R U' L R B' R' B U' L' R',
10,R U' L R U' L' U R' U' R',
10,R U' L R' D' F U F' D L',
10,R U' L R' F U F2 U F L',
10,R U' L R' F U' F2 U F L',
10,R U' L R' F U' F2 U' F L',
10,R U' L R' F U2 F L F2 L2,
10,R U' L R' F U2 F2 U2 F L',
10,R U' L R' F' L' U' L2 F L2,
10,R U' L R' F' L' U2 L2 F L2,
10,R U' L R' F' U F' L F2 L2,
10,R U' L R' F' U' F2 U F' L',
10,R U' L R' F' U' F2 U' F' L',
10,R U' L R' F' U' F2 U2 F' L',
10,R U' L R' F' U2 F2 U F' L',
10,R U' L R' F' U2 F2 U' F' L',
10,R U' L R' F' U2 F2 U2 F' L',
10,R U' L R' F2 L F L' F L',
10,R U' L R' F2 L F2 L' U L',
10,R U' L R' F2 L F2 L' U' L',
10,R U' L R' F2 L F2 L' U2 L',
10,R U' L R' F2 R' F2 R U L',
10,R U' L R' F2 R' F2 R U' L',
10,R U' L R' F2 R' F2 R U2 L',
10,R U' L R' F2 U' F' U F2 L',
10,R U' L R' U F' U F U L',
10,R U' L R' U F' U F U' L',
10,R U' L R' U F' U F U2 L',
10,R U' L R' U F' U L F L2,
10,R U' L R' U F' U2 F U L',
10,R U' L R' U F' U2 F U' L',
10,R U' L R' U F' U2 F U2 L',
10,R U' L R' U F' U2 L F L2,
10,R U' L R' U L' U F' U F,
10,R U' L R' U L' U' F' U2 F,
10,R U' L R' U L' U' R U2 R',
10,R U' L R' U L' U2 F' U' F,
10,R U' L R' U L' U2 R U R',
10,R U' L R' U L' U2 R U' R',
10,R U' L R' U R U L' U R',
10,R U' L R' U R U' L' U2 R',
10,R U' L R' U R U' R' U L',
10,R U' L R' U R U' R' U' L',
10,R U' L R' U R U' R' U2 L',
10,R U' L R' U R U2 L' U R',
10,R U' L R' U R U2 R' U L',
10,R U' L R' U R U2 R' U' L',
10,R U' L R' U R U2 R' U2 L',
10,R U' L R' U R2 U' L' U R2,
10,R U' L R' U' F R' F' L' R,
10,R U' L R' U' F' U' F U' L',
10,R U' L R' U' F' U' F U2 L',
10,R U' L R' U' F' U' L F L2,
10,R U' L R' U' L F2 L' F2 L',
10,R U' L R' U' L' F R' F' R,
10,R U' L R' U' L' R' F R F',
10,R U' L R' U' L' U F' U' F,
10,R U' L R' U' L' U R U' R',
10,R U' L R' U' L' U' F' U F,
10,R U' L R' U' L' U' R U2 R',
10,R U' L R' U' L' U2 F' U2 F,
10,R U' L R' U' L' U2 R U R',
10,R U' L R' U' L' U2 R U' R',
10,R U' L R' U' L' U2 R U2 R',
10,R U' L R' U' R U R' U L',
10,R U' L R' U' R U R' U' L',
10,R U' L R' U' R U R' U2 L',
10,R U' L R' U' R U' R' U L',
10,R U' L R' U' R U' R' U' L',
10,R U' L R' U' R U' R' U2 L',
10,R U' L R' U' R U2 L' U R',
10,R U' L R' U' R U2 L' U2 R',
10,R U' L R' U' R' F R F' L',
10,R U' L R' U' R' F2 R F2 L',
10,R U' L R' U2 F R' F' L' R,
10,R U' L R' U2 F' U F U L',
10,R U' L R' U2 F' U F U' L',
10,R U' L R' U2 F' U F U2 L',
10,R U' L R' U2 F' U L F L2,
10,R U' L R' U2 L' F R' F' R,
10,R U' L R' U2 L' R' F R F',
10,R U' L R' U2 L' U F' U' F,
10,R U' L R' U2 L' U R U R',
10,R U' L R' U2 L' U R U' R',
10,R U' L R' U2 L' U' F' U F,
10,R U' L R' U2 L' U' F' U2 F,
10,R U' L R' U2 L' U' R U2 R',
10,R U' L R' U2 L' U2 F' U2 F,
10,R U' L R' U2 L' U2 R U' R',
10,R U' L R' U2 L' U2 R U2 R',
10,R U' L R' U2 R U L' U R',
10,R U' L R' U2 R U2 R' U L',
10,R U' L R' U2 R U2 R' U' L',
10,R U' L R' U2 R U2 R' U2 L',
10,R U' L R' U2 R' F R F' L',
10,R U' L R' U2 R' F2 R F2 L',
10,R U' L U B U B' U2 L' R',
10,R U' L U B U' B' U2 L' R',
10,R U' L U B U2 B' U L' R',
10,R U' L U B U2 B' U2 L' R',
10,R U' L U F U F' U L' R',
10,R U' L U F U' F' U2 L' R',
10,R U' L U F U2 F' U' L' R',
10,R U' L U L F' L' F L' R',
10,R U' L U L R' D F D' L2,
10,R U' L U L' R B2 R' B2 R',
10,R U' L U L' R' F R' F' R,
10,R U' L U L' R' U R U' R',
10,R U' L U L' R' U' F' U F,
10,R U' L U L' R' U2 F' U2 F,
10,R U' L U L' R' U2 R U2 R',
10,R U' L U L' U L R' U L',
10,R U' L U L' U L R' U' L',
10,R U' L U L' U L R' U2 L',
10,R U' L U L' U' L U2 L' R',
10,R U' L U L' U2 L U' L' R',
10,R U' L U L' U2 L U2 L' R',
10,R U' L U L2 B2 L R B2 R2,
10,R U' L U R B' R' B L' R',
10,R U' L U R' F R' F' L' R,
10,R U' L U R' U R U' L' R',
10,R U' L U R' U' L' R U2 R',
10,R U' L U R' U' R U' L' R',
10,R U' L U R' U2 L' R U R',
10,R U' L U R' U2 R U L' R',
10,R U' L U R' U2 R U2 L' R',
10,R U' L U R2 F2 L R F2 L2,
10,R U' L U' B U B' U' L' R',
10,R U' L U' B U B' U2 L' R',
10,R U' L U' B U2 B' U L' R',
10,R U' L U' F U2 F' U' L' R',
10,R U' L U' L R' D F D' L2,
10,R U' L U' L R' D F' D' L2,
10,R U' L U' L R' D F2 D' L2,
10,R U' L U' L R' F' L' F L',
10,R U' L U' L' B L' B' L R',
10,R U' L U' L' B2 L' B2 L R',
10,R U' L U' L' R B' R' B R',
10,R U' L U' L' R D B' D' R2,
10,R U' L U' L' R' B L' B' L,
10,R U' L U' L' R' U B' U B,
10,R U' L U' L' R' U B' U' B,
10,R U' L U' L' R' U B' U2 B,
10,R U' L U' L' R' U F' U F,
10,R U' L U' L' R' U L U L',
10,R U' L U' L' R' U L U' L',
10,R U' L U' L' R' U L U2 L',
10,R U' L U' L' R' U' B' U B,
10,R U' L U' L' R' U' B' U' B,
10,R U' L U' L' R' U' B' U2 B,
10,R U' L U' L' R' U' L U L',
10,R U' L U' L' R' U' L U' L',
10,R U' L U' L' R' U' L U2 L',
10,R U' L U' L' R' U2 B' U B,
10,R U' L U' L' R' U2 B' U' B,
10,R U' L U' L' R' U2 B' U2 B,
10,R U' L U' L' R' U2 L U L',
10,R U' L U' L' R' U2 L U' L',
10,R U' L U' L' R' U2 L U2 L',
10,R U' L U' L' R' U2 R U R',
10,R U' L U' L' U' L U L' R',
10,R U' L U' L' U2 L U' L' R',
10,R U' L U' L2 D' B D L R',
10,R U' L U' L2 D' B' D L R',
10,R U' L U' L2 D' B2 D L R',
10,R U' L U' R B' R' B L' R',
10,R U' L U' R' U R U2 L' R',
10,R U' L U' R' U' L' R U R',
10,R U' L U' R' U' R U L' R',
10,R U' L U' R' U2 L' R U R',
10,R U' L U' R' U2 R U L' R',
10,R U' L U' R2 D' F2 D L' R,
10,R U' L U2 B U B' U' L' R',
10,R U' L U2 B U' B' U' L' R',
10,R U' L U2 F U F' U' L' R',
10,R U' L U2 F U' F' U L' R',
10,R U' L U2 F U' F' U2 L' R',
10,R U' L U2 F U2 F' U2 L' R',
10,R U' L U2 L R' D F D' L2,
10,R U' L U2 L R' F' L' F L',
10,R U' L U2 L' B L' B' L R',
10,R U' L U2 L' B2 L' B2 L R',
10,R U' L U2 L' R D B2 D' R2,
10,R U' L U2 L' R' B L' B' L,
10,R U' L U2 L' R' F R' F' R,
10,R U' L U2 L' R' U B' U B,
10,R U' L U2 L' R' U B' U' B,
10,R U' L U2 L' R' U B' U2 B,
10,R U' L U2 L' R' U L U L',
10,R U' L U2 L' R' U L U' L',
10,R U' L U2 L' R' U L U2 L',
10,R U' L U2 L' R' U R U' R',
10,R U' L U2 L' R' U' B' U B,
10,R U' L U2 L' R' U' B' U' B,
10,R U' L U2 L' R' U' B' U2 B,
10,R U' L U2 L' R' U' F' U F,
10,R U' L U2 L' R' U' L U L',
10,R U' L U2 L' R' U' L U' L',
10,R U' L U2 L' R' U' L U2 L',
10,R U' L U2 L' R' U2 B' U B,
10,R U' L U2 L' R' U2 B' U' B,
10,R U' L U2 L' R' U2 B' U2 B,
10,R U' L U2 L' R' U2 F' U2 F,
10,R U' L U2 L' R' U2 L U L',
10,R U' L U2 L' R' U2 L U' L',
10,R U' L U2 L' R' U2 L U2 L',
10,R U' L U2 L' R' U2 R U2 R',
10,R U' L U2 L' U L R' U L',
10,R U' L U2 L' U L R' U' L',
10,R U' L U2 L' U L R' U2 L',
10,R U' L U2 L' U' L U L' R',
10,R U' L U2 L2 D' B D L R',
10,R U' L U2 L2 D' B' D L R',
10,R U' L U2 L2 D' B2 D L R',
10,R U' L U2 R' F R' F' L' R,
10,R U' L U2 R' U L' R U2 R',
10,R U' L U2 R' U R U' L' R',
10,R U' L U2 R' U' L' R U R',
10,R U' L U2 R' U' R U L' R',
10,R U' L U2 R2 D' F' D L' R,
10,R U' L' B L B' L U2 L' R',
10,R U' L' B L R B2 R' B' R',
10,R U' L' B L2 U2 L2 B' L R',
10,R U' L' B R B' L R' B' R',
10,R U' L' B' L2 U2 L2 B L R',
10,R U' L' B' R B' L R' B2 R',
10,R U' L' B2 L B2 L U L' R',
10,R U' L' B2 L B2 L U2 L' R',
10,R U' L' B2 L R B R' B R',
10,R U' L' B2 L R B2 R' U2 R',
10,R U' L' D' B D L2 U L' R',
10,R U' L' D' B D U R' U' L,
10,R U' L' D' B' D L2 U2 L' R',
10,R U' L' D' B2 D L2 U L' R',
10,R U' L' D' B2 D U R' U' L,
10,R U' L' D' R B R' D L R',
10,R U' L' D' U' B D U L R',
10,R U' L' D' U' B2 D U L R',
10,R U' L' F2 D' B' D F2 L R',
10,R U' L' R B L B R' B2 R',
10,R U' L' R B L B' R' U R',
10,R U' L' R B L B' R' U2 R',
10,R U' L' R B L B2 R' B R',
10,R U' L' R B2 L R' B2 U R',
10,R U' L' R B2 R' B' L B' R',
10,R U' L' R' B L B' F' U' F,
10,R U' L' R' B L B' F' U2 F,
10,R U' L' R' B L B' R U R',
10,R U' L' R' B L B' R U2 R',
10,R U' L' R' D2 B2 R B2 D2 L,
10,R U' L' R' D2 B2 R2 B2 D2 L,
10,R U' L' R' U2 F2 L F2 U2 L,
10,R U' L' R' U2 F2 L2 F2 U2 L,
10,R U' L' U2 F' L F U2 L R',
10,R U' L' U2 F' L2 F U2 L R',
10,R U' L' U2 L R' F2 L2 F2 L2,
10,R U' L' U2 L' R B2 L2 B2 R2,
10,R U' L' U2 L2 U L2 U L R',
10,R U' L2 F' L' F2 U F' L' R',
10,R U' L2 F' L' F2 U' F' L' R',
10,R U' L2 U' R' D U F2 D' L2,
10,R U' L2 U2 L R' F2 L' F2 L2,
10,R U' L2 U2 L' R B2 L' B2 R2,
10,R U' R B L R' U2 L' B R',
10,R U' R B L' B L R' B2 R',
10,R U' R B L' B R' B2 L R',
10,R U' R B L' B' L R' U2 R',
10,R U' R B' L' R B' L B R,
10,R U' R B' L' R' B L B R',
10,R U' R B' L' R' B' L B R',
10,R U' R B' L' R' B2 L B R',
10,R U' R B' R' B L R' U L',
10,R U' R B' R' B L R' U' L',
10,R U' R B' R' B L R' U2 L',
10,R U' R B' R' B L U2 L' R',
10,R U' R B' R' B' L' B2 L R',
10,R U' R B' R' B2 L' B' L R',
10,R U' R B2 L' B R' B L R',
10,R U' R B2 L' B2 L R' U' R',
10,R U' R B2 L' B2 L R' U2 R',
10,R U' R B2 L' R' B' L B' R',
10,R U' R B2 L' R' B2 L U2 R',
10,R U' R B2 R' B' L' B' L R',
10,R U' R B2 R' B2 L R' U L',
10,R U' R B2 R' B2 L R' U' L',
10,R U' R B2 R' B2 L R' U2 L',
10,R U' R D B' U B D' U' R2,
10,R U' R D B' U B' D' U' R2,
10,R U' R D B' U B2 D' U' R2,
10,R U' R D B2 U B D' U' R2,
10,R U' R D U B U' B D' R2,
10,R U' R D U B' U' B D' R2,
10,R U' R D U B2 U' B' D' R2,
10,R U' R D' U B U' B' D R2,
10,R U' R U' L U L' R' U R',
10,R U' R U' L U L' R' U' R',
10,R U' R U' L U R' U L' R',
10,R U' R' B F' L2 B' F' L2 F2,
10,R U' R' B L' B' L R U2 R',
10,R U' R' B' F R2 B' F' R2 B2,
10,R U' R' B' F' L' U L B F,
10,R U' R' B' F' L' U2 L B F,
10,R U' R' B' R' U F R B F',
10,R U' R' B' R' U' F R B F',
10,R U' R' B' R' U2 F R B F',
10,R U' R' B' U B F R' F' R,
10,R U' R' B' U R' F R B F',
10,R U' R' B' U R2 F R2 B F',
10,R U' R' B' U' R2 F R2 B F',
10,R U' R' B' U2 B F R' F' R,
10,R U' R' B2 R2 B F R2 B F',
10,R U' R' D2 B' F' U' B F D2,
10,R U' R' D2 B' F' U2 B F D2,
10,R U' R' D2 L R U L' R' D2,
10,R U' R' D2 L R U2 L' R' D2,
10,R U' R' F' L' U2 B L B' F,
10,R U' R' F' U2 B F L' B' L,
10,R U' R' F' U2 L' B L B' F,
10,R U' R' F' U2 L2 B L2 B' F,
10,R U' R' F2 L2 B F L2 B' F,
10,R U' R' U B' F' U B U F,
10,R U' R' U B' F' U' B U F,
10,R U' R' U B' F' U' B U' F,
10,R U' R' U B' F' U2 B U F,
10,R U' R' U B' F' U2 F U B,
10,R U' R' U B' F' U2 F U' B,
10,R U' R' U B' F' U2 F U2 B,
10,R U' R' U B' U B F' U F,
10,R U' R' U B' U F' U B F,
10,R U' R' U B' U' B F' U F,
10,R U' R' U B' U' B F' U' F,
10,R U' R' U B' U' F' U' B F,
10,R U' R' U B' U2 B F' U F,
10,R U' R' U B' U2 B F' U' F,
10,R U' R' U B' U2 F' U' B F,
10,R U' R' U F' U B' F U B,
10,R U' R' U F' U B' F U' B,
10,R U' R' U F' U B' F U2 B,
10,R U' R' U F' U B' U2 B F,
10,R U' R' U F' U' B' U B F,
10,R U' R' U F' U' B' U2 B F,
10,R U' R' U F' U2 B' U' B F,
10,R U' R' U F' U2 B' U2 B F,
10,R U' R' U L R U L' U R',
10,R U' R' U L R U' L' U' R',
10,R U' R' U L R U2 R' U L',
10,R U' R' U L R U2 R' U' L',
10,R U' R' U L R U2 R' U2 L',
10,R U' R' U L U L' R U R',
10,R U' R' U L U L' R U' R',
10,R U' R' U L U R U L' R',
10,R U' R' U L U' L' R U' R',
10,R U' R' U L U' R U' L' R',
10,R U' R' U L U' R U2 L' R',
10,R U' R' U L U2 L' R U R',
10,R U' R' U L U2 L' R U2 R',
10,R U' R' U L U2 R U L' R',
10,R U' R' U L U2 R U' L' R',
10,R U' R' U R U L U2 L' R',
10,R U' R' U R U' L R' U L',
10,R U' R' U R U' L R' U' L',
10,R U' R' U R U' L R' U2 L',
10,R U' R' U R U' L U2 L' R',
10,R U' R' U R U2 L U L' R',
10,R U' R' U R U2 L U2 L' R',
10,R U' R' U' B' F' U B U F,
10,R U' R' U' B' F' U' B U' F,
10,R U' R' U' B' F' U2 B U F,
10,R U' R' U' B' F' U2 F U B,
10,R U' R' U' B' F' U2 F U' B,
10,R U' R' U' B' F' U2 F U2 B,
10,R U' R' U' B' U B F' U F,
10,R U' R' U' B' U F' U B F,
10,R U' R' U' B' U F' U2 B F,
10,R U' R' U' B' U' B F' U' F,
10,R U' R' U' B' U' F' U' B F,
10,R U' R' U' B' U2 B F' U F,
10,R U' R' U' B' U2 B F' U2 F,
10,R U' R' U' B' U2 F' U B F,
10,R U' R' U' F' U B' U2 B F,
10,R U' R' U' F' U' B' U2 B F,
10,R U' R' U' F' U2 B' U2 B F,
10,R U' R' U' L R U L' U R',
10,R U' R' U' L R U L' U' R',
10,R U' R' U' L R U' L' U' R',
10,R U' R' U' L R U' L' U2 R',
10,R U' R' U' L R U2 L' U' R',
10,R U' R' U' L R U2 R' U L',
10,R U' R' U' L R U2 R' U' L',
10,R U' R' U' L R U2 R' U2 L',
10,R U' R' U' L U L' R U R',
10,R U' R' U' L U L' R U' R',
10,R U' R' U' L U R U L' R',
